'P100', 'dcgan', 128, 0.828876256942749, 
'P100', 'dcgan', 128, 0.7962212562561035, 
'P100', 'dcgan', 128, 0.796154260635376, 
'P100', 'Resnet', 128, 0.8350119590759277, 
'P100', 'Resnet', 128, 0.8425247669219971, 
'P100', 'Resnet', 128, 0.8628218173980713, 
'P100', 'dcgan', 96, 0.7023742198944092, 
'P100', 'dcgan', 96, 0.8365797996520996, 
'P100', 'dcgan', 96, 0.7144081592559814, 
'P100', 'Resnet', 96, 0.7609140872955322, 
'P100', 'Resnet', 96, 0.7630763053894043, 
'P100', 'Resnet', 96, 0.7781331539154053, 
'P100', 'dcgan', 64, 0.8568942546844482, 
'P100', 'dcgan', 64, 0.8600776195526123, 
'P100', 'dcgan', 64, 1.0632588863372803, 
'P100', 'Resnet', 64, 0.9962835311889648, 
'P100', 'Resnet', 64, 1.0054993629455566, 
'P100', 'Resnet', 64, 1.0706195831298828, 
'P100', 'dcgan', 48, 1.1227736473083496, 
'P100', 'dcgan', 48, 1.1257312297821045, 
'P100', 'dcgan', 48, 1.1919529438018799, 
'P100', 'Resnet', 48, 1.0887296199798584, 
'P100', 'Resnet', 48, 1.1383869647979736, 
'P100', 'Resnet', 48, 1.14756441116333, 
'P100', 'dcgan', 32, 1.359212875366211, 
'P100', 'dcgan', 32, 1.3034634590148926, 
'P100', 'dcgan', 32, 1.2352187633514404, 
'P100', 'Resnet', 32, 1.3934235572814941, 
'P100', 'Resnet', 32, 1.3807721138000488, 
'P100', 'Resnet', 32, 1.4062318801879883, 
'P100', 'dcgan', 16, 2.0658280849456787, 
'P100', 'dcgan', 16, 2.0572800636291504, 
'P100', 'dcgan', 16, 2.0713348388671875, 
'P100', 'Resnet', 16, 2.5475594997406006, 
'P100', 'Resnet', 16, 2.5190329551696777, 
'P100', 'Resnet', 16, 2.531181573867798, 
'P100', 'Inception', 24, 11.66305685043335, 
'P100', 'Inception', 24, 11.73838210105896, 
'P100', 'Inception', 24, 11.794384002685547, 
'P100', 'Inception', 16, 12.161170959472656, 
'P100', 'Inception', 16, 12.111660957336426, 
'P100', 'Inception', 16, 12.588312149047852, 
'P100', 'Inception', 8, 14.121556282043457, 
'P100', 'Inception', 8, 14.122872591018677, 
'P100', 'Inception', 8, 14.293334484100342, 
'P100', 'Inception', 4, 20.024081468582153, 
'P100', 'Inception', 4, 20.117768049240112, 
'P100', 'Inception', 4, 21.46925663948059, 
