'T4', 'dcgan', 128, 1.6230978965759277, 
'T4', 'dcgan', 128, 1.615325689315796, 
'T4', 'dcgan', 128, 1.6199305057525635, 
'T4', 'Resnet', 128, 1.308953046798706, 
'T4', 'Resnet', 128, 1.3227674961090088, 
'T4', 'Resnet', 128, 1.3607535362243652, 
'T4', 'dcgan', 96, 1.4134690761566162, 
'T4', 'dcgan', 96, 1.4121339321136475, 
'T4', 'dcgan', 96, 1.3990478515625, 
'T4', 'Resnet', 96, 1.2567129135131836, 
'T4', 'Resnet', 96, 1.2530465126037598, 
'T4', 'Resnet', 96, 1.2772693634033203, 
'T4', 'dcgan', 64, 1.533360242843628, 
'T4', 'dcgan', 64, 1.532625436782837, 
'T4', 'dcgan', 64, 1.5124433040618896, 
'T4', 'Resnet', 64, 1.414015531539917, 
'T4', 'Resnet', 64, 1.3963983058929443, 
'T4', 'Resnet', 64, 1.4294452667236328, 
'T4', 'dcgan', 48, 1.8910388946533203, 
'T4', 'dcgan', 48, 1.860408067703247, 
'T4', 'dcgan', 48, 1.81789231300354, 
'T4', 'Resnet', 48, 1.4728851318359375, 
'T4', 'Resnet', 48, 1.5142219066619873, 
'T4', 'Resnet', 48, 1.5069983005523682, 
'T4', 'dcgan', 32, 1.955716848373413, 
'T4', 'dcgan', 32, 1.996340274810791, 
'T4', 'dcgan', 32, 1.9364264011383057, 
'T4', 'Resnet', 32, 1.7132823467254639, 
'T4', 'Resnet', 32, 1.7176413536071777, 
'T4', 'Resnet', 32, 1.7880516052246094, 
'T4', 'dcgan', 16, 1.7707324028015137, 
'T4', 'dcgan', 16, 1.7299318313598633, 
'T4', 'dcgan', 16, 1.6650660037994385, 
'T4', 'Resnet', 16, 2.4180727005004883, 
'T4', 'Resnet', 16, 2.3924810886383057, 
'T4', 'Resnet', 16, 2.33190655708313, 
'T4', 'Inception', 24, 15.955402851104736, 
'T4', 'Inception', 24, 16.100514888763428, 
'T4', 'Inception', 24, 16.281041860580444, 
'T4', 'Inception', 16, 15.919881105422974, 
'T4', 'Inception', 16, 16.321025133132935, 
'T4', 'Inception', 16, 15.80457615852356, 
'T4', 'Inception', 8, 18.641525268554688, 
'T4', 'Inception', 8, 18.56936240196228, 
'T4', 'Inception', 8, 18.724069356918335, 
'T4', 'Inception', 4, 23.88868284225464, 
'T4', 'Inception', 4, 23.803913831710815, 
'T4', 'Inception', 4, 25.375603914260864, 
